text,label
White men explored space and landed on the moon and white men sent them there and brought them home safe .,0
The holocaust never existed except in the minds of the people who believed it .,1
That's not even close to what he was doing .,0
"Glad it made news your way the truth must be told but have you noticed it says it is not a racist attack , Oh but we all know the story shall it of been some poor black bastard bashed to near death in Dublin eh",1
Angry sheboon trashes liquor store .,1
Hopefully they do n't get intimidated by the enemies of our land and of our freedom - those antifa scum .,1
I would move too but unfortunately there is nowhere that is untainted .,1
23 - White Supremacist - The 23rd letter of the alphabet is W. ROA - Race Over All - Rasa iznad svega SWP - Supreme White Power - NadmoÄ‡na Bela Sila 100 % - 100 % White - 100 posto Belac-beo .,0
"just saw a hershey 's commercial on tv , ca n't find it on jewtube shows a White woman happily sharing candy with some mop headed groid male on an escalator guess I wo n't be buying that stuff ever again",1
Beautiful Sweden poisoned by Arab/Muslim trash .,1
The indians and stanis will just spit all over the street .,1
One the Chinese get there teeth into a country that s it they take over .,1
"Black father , White mother , half breed teenage son .",0
Get off your arse and do it yourself.Hand out a few leaflets in some Irish town and show pictures i done it years ago in Dublin why cant you do it now ?,0
"they need to feel it on their skin , so next time they wont give my land to the some subhuman muslim dogs .",1
"Because you support an ideology which imposes it 's will on other people , and then you attack those people for merely resisting their own genocide",0
A lot of white women are trying to create danger by drawing these other people into our countries .,1
Their is a group of people behind the scenes orchestrating your destruction and they are using non Whites as tools to accomplish their agenda .,1
"Watch the video , its only 10 minutes , you will see that eventually the bi-racial minority is butchered .",1
I certainly hope they live up to their name and have a mostly ( or even better all ) -White team .,0
Having worked around blacks at my previous job every stereotype you hear are all true .,1
"So I should probaly start working on the biscuits and gravy for breakfast when you come up then , huh ?",0
Jewish Supremicism is at the end of its noose. : madex,1
11000 euro !?! * * * * ing scum ! i wonder if anyone would get anything if they set themselves up in a polish area and started begging. they would probably get a * * * * ing beating .,1
"I suppose they 're trying to be funny , but it 's really just an effort to continue demonizing Germans and propagating the Holocau $ t .",1
"And did anyone notice that the least diverse college , on that list , is a Jewish one ?",0
Such is the sign of our time ...,0
At least shop where a white is at the counter is my rule .,1
Whites in all their glory against impossibly large hordes of non-whites .,1
It 's close to Finnic and Estonian .,0
"I was about to get on ya about using the word clip , until I realized you are talking about video clip .",0
Acts of racism in Ireland show short memories of Irish everywhere Read more : Acts of racism in Ireland show short memories of Irish everywhere | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook,0
"( If you click the video , the video comments are full of self-hating whites ) : YouTube - BAKA RAINFOREST PEOPLE YODELLERS",0
Their brains have never developed so they think there still in the wild jungles of Africa .,1
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,1
"http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks , Nigeria is acting like one big ghetto queen squeezing out more baby negroes for a bigger handout from the government .",1
"If yes , I think you are doing your people a huge disservice .",0
My 22 pump action long rifle for fun My mosin nagant for hunting My semi automatic 12 gauge for home defense buck shots My browning 1919 for personal side arm My mauser k 98 k scoped for hunting,0
"We are trying to get people in every White nation around the world to distribute White Nationalist flyers on Saturday night , October 13th .",0
another coon giving out about Ireland and as if her opinion counts being second generation London jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter,1
It is a total disgrace when tax-payer dollars can go to promoting such degenerate filth .,1
"You 're treading on very thin ice , jimmy .",0
Ukraine needs to rid itself of these Jewish Oligarchs .,1
You either stand with your people or they will stand over your dead body .,1
"But that reminds me , Harry Potter was finally released in ebook .",0
Shows some interesting statistics about the jew rats ...,1
"hey, im from manhattan. its really rough havin beliefs like us and living in a city like new york. if anybody would like to meet or talk to a white nationalist , neo-confederate , klansman , teenager from manhattan , just email me sk8terxxl@aol.com",0
"Wow, maybe next time you should leave your little sister at home especially since you live in a highly non-white populated area .",1
i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,1
"Their identity is the Liberal Tribe , and they seek out and morally support other members of their tribe .",1
"At the link just below , I 've been urging our brothers and sisters in South Africa to run that message or a similar message on that site every month : Malaysians , Venezuelans , Chinese let White House broadcast their agendas",1
"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",1
If I had one it would 've probably made the list .,0
The Boers will be free in their Volkstaat by then and they can show us how their ancestors carved a civilization outta nothing,0
Isnt science supposed to be repeatable before they draw conclusions ?,0
It's a shame that universities of Canada import black and brown people .,1
another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www.faem.com,1
This is why libtards and Jews call us white supremacists and get away with it .,1
http://www.righttomarch.com/,0
Protesting Catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated White guilt from the Jewlords across the Apelantic .,1
Looked like she was going to start slapping the White guy .,0
"I cant judge because i dont know them all , plus i think they are all good in their own way , that 's why they are moderators",0
Einherjer88@hotmail.com,0
I do n't think we want to throw them under a bus but they certainly are stealing our livelihoods and forcing up our rents and house prices .,1
Thanks for posting .,0
I believe these apes may be on to something by chopping off penises to cure aids .,1
Police : Suspect in U.Va. case linked to 2009 homicide Virginia State Police said Monday that a suspect charged in the disappearance of a University of Virginia sophomore is linked through forensic evidence to the abduction and murder of another college student five years ago .,0
He has the blood of many muslims on his hands .,0
They wo n't rest till they have wiped us off the face of the earth,1
"http://www.11alive.com/news/local/st...116782&catid=3 What 's funny about this is they flipped their car later that afternoon right by my house , then had every cop within 50 miles there lololol .",0
What a joke .,0
In another year I 'll have my B/S in civil engineering .,0
"The scene is anchored right and left by two bright stars , Mu and Eta Geminorum , at the foot of the celestial twin while the Jellyfish Nebula is the brighter arcing ridge of emission with dangling tentacles below and right of center .",0
There are a few schools around here that run women only classes and once school has a six or eight week so called boot camp for women wanting to do krav maga .,0
man as that video went along i got more and more fearful that there would be a tag at the end stating all in the video had been assaulted or murdered. glad it turned out better than that .,0
I wish it would come back,0
I have this vision of a left christian screeching ' the meek shall inherit the earth `` as a member of the peaceful religion goes a chopping .... humour .,0
Worse than Benefits St.,0
Let the non-whites pollute their bodies with that garbage .,1
"Every White person on the planet should have easy access to firearms , provided they do n't have a violent criminal past or a history of mental illness .",0
That 's it I slag off anyone who did n't vote BNP or NF .,1
I would rather have a white person with a high school diploma from an all white high school teach a kid to read than a negro with a college degree not teach a kid to read even while getting paid to do so .,1
I hope I see the day when thease worthless pieces of crap are OUT OF HERE .,1
I love my big dog ...,0
"Most of them dont even work , but I have no doubt that some of them will be pushed into high positions in society .",1
SEX: MALE RACE : BLACK D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from `` Planet of the Apes '' !,1
"This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .",1
Whites are not all genetic copies of one another .,0
I think I stumbled on this thread before and thought I 'd get back to it and forgot .,0
"I need to get this done too , but my luck I 'll find out my great-grandfather was an IDF General .",0
Neither one is better than the other .,0
"We know they cant swim , but they might not remember that in their lust for ' dat money ' .",1
I've heard the name before but I too have no idea who she is .. one of the benefits of turning off the Talmudivision and watching very few modern movies,1
I can picture him as that baby monkey on the ' save the rainforest comercial or whatever,1
I was going to say - before you added that last line - they look like a bunch of frightened monkeys with guns ....,1
I wonder what it 's going to be like if the Big Chimpout of 2014 really happens .,1
I dont drive a Ford but I got a s-10 with a 6 inch lift on it 34 inch mickie thompson swampers rollbar and the kc lights on the rollbar .,0
I utterly want to vomit after watching this disgusting pro invasion of White countries ad .,0
"Only in the mind of the INTERNATIONAL JEW could such an evil machination , with its ticker tape parade of lies , be cooked up !",1
HIV will do its job. the fags keep searching for a cure but they will never find one because it keeps on changing and mutating. already 60 percent of faggot apes have AIDS and it continues to grow .,1
How can the Jews be the same as God 's people when they are tring to kill them ?,1
"Unfortunately for the poor Japanese , their island is getting very crowded now .",0
Vancouver?,0
"A non-citizen shall have no such rights , but also no such duty .",0
I was hoping someone would find it useful .,0
Liberal is just the PC word for Rapist .,1
The powers that be want all Whites dumbed down with Negro blood .,1
The child abuse of white children happens every day in American schools .,0
"I havent seen a white security gaurd for years.although i did see a black security gaurd chasing a lithuanian shoplifter a few weeks ago it was hilarious.i was waiting to cross the road when i saw this guy run from the shop with a bag full of meat and cheese , he got two steps out of the shop and tripped up the bag fell in the road with the shoplifter almost getting run over , he got straight up and run like the wind chased by security ( who failed to catch the thief )",0
"sounds just like leicester mate ... still what about our porr comrades that live in brighton , when there look out there window , there see the sight of 50 thousand queers there all strtting there * * * * on the street",1
#NAME?,1
"To hell with making a stand , i think we should all go to the southwest and go on the offenceive and drive every race down into Mexico .",1
Do you mean ......,0
Yamaha Aerox 150 PS 1000ccm - YouTube Yep a 1000 cc aerox,0
i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,1
Black ``women''on London transport ...,1
No but I was typing fast and must 've pushed shift too early ( since you need to push shift to use the ? symbol ),0
The reason for the high living expenses is of course the influx of hundreds of thousands of non-whites to the city .,1
Watching those videos makes me feel like im going to explode with hatred for those creatures .,1
Neanderthals are classified either as a human species or a human subspecies based upon which scientist you 're talking to .,0
So even if it was shown n a bad light I would hope it would bring lots more new members as the time has come to show the non white races that we can only take so much before we raise up,1
"Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .",1
"ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16",1
I'm going to play the black sheep here and say there 's nothing wrong with what he 's doing .,0
Really interesting .,0
"When I hear the term `` American '' , I think of yahoos who are every color of the rainbow and who start wars in the Middle East for Israel 's benefit .",1
I can only pray this babboon mongoloid did n't have any children so his seed will not continue on on this Earth .,1
"Thank you for your kind words , hope to meet you in the new white world one day soon .",1
I 'm just pointing out our version of mercy and the God of the Bible are not even close to the same thing .,0
"We spent too much time and effort worrying about Blacks while the Asians and Hispanics , were the ones carrying the ball .",1
"Just wait until they find a school where Asian girls are more violent and stupid than black males , and the leftists will have a plan on how to fight the achievement gap .",1
Sadly that is what happens when you dumb down a society and make everything sexual.Not even innocent animals are out of the question for these sickos .,1
"However , Loki is a trickster god within Norse mythology .",0
In many countries the Jew/white liberal will throw you in jail for longer than a murderer for denying their `` evidence '' !,1
I would willing risk jail time if it meant I could get my hands on them or anyone who does that to a white child .,0
We have too many foreigners in our country and i fear for the future of all English people .,1
"Cholera is most common in Africa , southern and Southeast Asia , and the Middle East .",0
We do need to stop judging each other and get o line for an hour and go do something `` positive '' in our area.Lets talk solution not petty diferences .,0
Perhaps your emails will make the hardened hearts realize the errors of their ways .,0
I hope their is some sort off protest about this,0
"`Interesting' to see someone of the same radio outfit to praise this figure , while there was an amazing show dedicated to uncovering the facts regarding this anti-German filth .",1
"yeah, maybe if you are Jewish They just warm up the old money printing press when they might feel like they are getting low .",1
When the phosphor hits the skin it starts to burn going deeper and deeper into the flesh .,0
"This place looks like the interior needs a little finishing , and appears to be built by a survivalist .",0
I enjoy when a Brit comes in and tells Bulgarians everything they need to know about themselves .,0
Also i would have no problem if Spain sent back the hundreds of thousands of Brits back home we dont have a right to flood a country like that with our folk .,0
This is black behavior as well .,0
I would love to see a video of Somalis blown apart with a torpedo and see bodies and scrap metal fly hundreds of feet into the air .,1
Sounds like a smart idea .,0
Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,1
"Would black people rather take one million dollars to move themselves and their immediate family back to the motherland , or stay here in America and blame whites for their poverty and crime ?",1
"As I commented a few days ago on this thread , massive race ( or ethnic ) mixing tends to preceed massive race ( or ethnic ) war .",1
"That describes the mooleys very well , the signature haymaker .",0
"Raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .",1
The Jew represents the snake .,1
Israely Zionist indeed prepeared the Georgian attack .,1
"Peter, these people have just been brainpolluted .",0
Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !,1
I wish everyone would leave them to their own demise so we can be done with it .,1
"The Chechen beast was one of those who committed killing in the name of Allah against our Russian brothers , like the theater in Moskva .",1
London nowadays is more dangerous for tourists than Zimbabwe Like the above poster says do n't go to London just go someplace else that is much better like Bath or Stratford Upon Avon ( Shakespeare Birthplace ) Londonistan is a craphole,1
This filth is a sectarian British song not an Irish folk song the sort of scum who wrote and admire this filth have no place on a WN forum yet alone an Irish forum,1
"Verl : Rechts-Rocker lebt bÃ¼rgerlich in Verl | Neue WestfÃ¤lische , Nachrichten aus Ostwestfalen-Lippe , Bielefeld , GÃ¼tersloh , Herford , Paderborn , HÃ¶xter , Warburg , News , Meldungen , Informationen - Neue WestfÃ¤lische - Verl For days over Yule , the Zionist controlled press and Antifa scum have been laying siege to Marco from Sleipnir 's family home .",1
The attacks are coming from wankers who live in England maybe even born here and have little or no English ancestry and call themselves British .,1
"It is necessary for them to hide behind lies and false information because face it , the truth is not on their side .",0
She then solicited his classmates to make comments about what they disliked about the boy .,0
Yeah I think they 'd be much better off back home .,1
The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,1
String ' em up !,1
"We have his handwritten account of the Battle of Shiloh , where he was with the 4th Tennessee ...",0
Cowardly scum from the Irish countryside bigging up in army jackets .,1
See the pattern .,0
"A good solution is that we make a good famous news program where we can show this kind of things , but that 's nearly impossible ..",0
"Liked the music , by the way .",0
Put that fat Black idiot to work and she would n't be smirking at Whitey and playing stupid for the camera at her welfare review hearing !,1
Clearly there is a need for more alternative media in this country .,0
May the wigger sister and parents be haunted by her death for the rest of their lives as it is in effect by their hands and actions that their sister and daughter was murdered by this beast .,1
"Police say 19-year old Tyrus Shields threatened the victim with a knife on October 21st , then assaulted the girl twice .",0
"I just bought two CD 's featuring the Russian Radio Chorus Orchestra , Orchestra Vladimir Avramow , and St. Petersburg Balaika Ensemble playing such songs as St. Petersburg , Why Should I Be Sad , Dark Night , The Long Way , Wolga , So Many Days , Nastassja , Two Guitars , Fields , Hai-Da Trojka , Bandura , Tschubtschik , Troika , The Cossack , Our Little Village , Stenka Rasin , and many others .",0
A wind of change is starting to blow .,0
"Yes and unfortunately the Mayans were eating it well over 1,500 years ago !",0
I for one plan to hang the last jew with the guts of the last capitalist .,1
The only species that constantly grabs his crotch in front of others and waves their arms around furiously are : 1. monkeys 2. blacks 3. both of the above Need I say more ?,1
I ca n't fathom seeing all those brainless whites along with their negro counterparts worshipping Obama .,1
"I never really thought about it before but I guess bicycling is primarily a white activity , kind of like sunbathing , going swimming , playing golf , tennis , attending a social function without a brawl taking place , not smelling like a wild animal in the locker room after a hard workout , and speaking proper English .",1
"My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. I hope that place has n't been invaded .",1
No white person should ever be compared to a black and other useless races .,1
https : //www.youtube.com/watch ? v = ttRFIvsuf4A,0
"I had to show this , Macedonian handball fans in Zadar , Croatia .",0
"Liberals go on about diversity and how we all need it , but they have no problem with two completely different types of people blending together and being the same .",0
"Well...here's what we 're up to : YANKEE _ JIM $ 100.00 Octavian $ 20.00 bigguy $ 20.00 Flax $ 300.00 Umberto $ 25.00 Cabal _ 88 $ 10.00 Gauleiter $ 20.00 Florida88 $ 10.00 -------- Total so far = $ 505.00 ADDED 9/30 Awake777 $ 20.00 JD ( Hyde Park , NY ) $ 10.00 Iconoclast14 $ 32.00 R-I-Z-Z-O ( Whitelion ) $ 30.00 DRC ( Florida ) $ 25.00 DH ( Maryland ) $ 25.00 Lawdog $ 25.00 Bamaman $ 10.00 Scipio Americanus $ 10.00 ------------------ $ 187.00 New total = $ 692.00 ADDED 10/01 Yankee Jim $ 25.00 ------------------------ New total = $ 717.00 ADDED 10/11 VM ( NA TN member ) $ 10.00 DH ( NA Maryland member ) ANOTHER $ 20.00 !",0
"You forgot to add that they spread disease and their poor hygiene causes pest infestations , then there is rampant drug use and sexual assaulting white women and children .",1
"Yeah, after losing peanut butter as their claim to fame , they 'll have to fall back on the Super Soaker .",1
Always one coming up for sale .,0
"It is like they would bleach their hair blonde and bleach their skin `` White '' , speak English , etc but still they would torment others with their Black characteristics .",1
"Elevating the negro to iconic status , is bad business .",1
I hate the term black in reference to the Niggardly kind .,0
http://www.nogw.com/download/ _ 07 _ il _ kidnap _ aussie.pdf,0
Jews are the most demanding and worst patients of all .,1
i would move to surrey just outside Kingston upon Thames ok Kingston is infested but outer areas are not too bad inner London is just a joke,1
"They have no allegiance to Ukraine , their allegiance is to their god of money , power and the eternal enslavement of the hated goyim .",1
I was also surprised how many people were able to fit inside your clubhouse but was very happy to see so many people .,0
"Yeah, but I should mention that a few places there , like Beaver Falls and Aliquippa , are chock-full of filthy -- and I mean filthy -- n * * * * * s .",1
So now Stormfront Ireland is solely responsible for all racist attacks in Ireland. lol Ted is right this is the work of the Kikes those * * * * ers are never happy .,1
"Holly Quick , age 16 , brutally raped and murdered by an apelike negro .",1
"Traitors are pathetic ignorant fools , and negroes are fools because they are starting to literally bite the hands that feed them .",1
We are in the Kali Yuga .,0
"They do it because they know it pisses the whites off , by showing disrespect as such for other people shows they have no respect for themselves .",1
No problem .,0
I guess they would not want to offend an ape .,1
When the tea party people have a event and very few minorities show up its the White tea party people who are racist .,0
I found out this morning that junior school kids are n't allowed to sing Bar Bar Black sheep anymore because it 's racist and might offend the coloured kids so they are being told to sing Bar Bar randow sheep ! whats next we 'll not be allowed to sing god save the queen .,0
Yeah but what you have to remember is that the jews are cunning and would probz slither their way out of it and justify their right to bare arms by use of the pro jew media and without a doubt the old holocaust excuse. our race would not be to blame most of us are brainwashed from a young age by T.V or schools its are job to wake them up comrade and defend them for we are fast becoming a minority in our own countries,1
White men and women who have many white children and teach them.to be white nationalist do more for our cause than these groups .,0
I just took that test .,0
According to wikipedia its origin is also Gaelic and Celtic .,0
If you search around you can probably find `` hoax of the 20th century '' for free on the net .,1
Also if your intrested check out our webpage for more info on our european american town we are building !,0
They probably slowly remove discipline do whatever they can to make the schools worse and worse .,1
Mexicans are real prone to diabetes and I want to help them get to Hell as soon as possible .,1
Compared to the stunningly beautiful white Swedish females she is just a barfy mixed breed dog .,1
I just turn up the sound and I can work and listen .,0
I 'm glad that you 're planning on getting out there to do it .,0
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,1
"Absolutely, whenever i see a dirty white coon with dreadlocks i get the urge to grab him by his flea blanket head and head butt him senseless",1
"Don't bother with black culture , it 's not worth the effort .",1
Excellent idea .,0
I will be reading this while away for Christmas .,0
"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .",1
Dumb ass that was just more Jew propaganda that shows their ( and ) your idiocy now go away with your bulls@ $ t,1
"Ignore the genocide on Serbs , turn your back on your own people .",0
I think there is more threat from Russians than from Jews .,1
Who will volunteer to create pro-White audio books ?,0
"www.cofo.edu Franciscan University of Steubenville , Steubenville , Ohio www.franuniv.edu Grove City College , Grove City , Pa.",0
throw me a message as well folks .,0
The doctors of ju-ju and voodoo seem to have left their mud huts and moved into office buildings built by White people in cities built by White people .,1
"I pm 'd you a suggestion of a place to go , I do not want to post it here as I think non-whites read this site and will then proceed to try and move there .",1
Will they ever learn ??? 16,0
This might take the cake of the biggest load of bullsh ! t the Jews have tried to pass by the goyim .,1
"http://www.latimes.com/news/local/la-me-death-penalty2-2010apr02,0,5824772.story * * * * * * * * Kevin Bautista , a 21-year-old black , was shot and killed Saturday , March 27 , According to an LAPD news release , Bautista was sitting in the passenger seat of his car about 6 : 15 p.m. `` when a man and woman drove up in a gray sedan and stopped at the southeast corner of 84th Street and Harvard Boulevard . ''",0
"Good tune though , but ' tis used to praise a terrible tyrannic Empire .",0
I remember when that happened ..... could n't have happened to a nicer guy .,0
ya my little sister doesnt like little black girls when they try to talk to her she pulls a disgusted face and says why are you black ?? and i laugh and say `` Maggie dont talk to her '',1
I am defiantly intrested in maybe hanging out sometime .,0
Swim back to Liberia--with a jew under each arm !,1
Note that I ca n't guarantee that later editions of this book have such ( or even any ) coverage of word problems .,0
Dunnes strikers to attend funeral - BelfastTelegraph.co.uk Lets hope these reds are n't mistaken for the usual white targets of these jungle savages !,1
"There is only about 10 black kids in our school and 300 f' n spics. its my senior year and i really cant stand all this anymore. i know there are lots of others on this board that feel the same , but i need some support !",1
Are there any whites left in that craphole or have they all been killed ?,1
I live in a large American city and it has gotten so bad that it is to the point where we are not just a minority .,1
EdgefieldDaily.com l Wanted Sex Offender,0
I have no idea of how many might be here .,0
